-99.33182058	19.33553721			
-99.33164334	19.33663216			
-99.33168823	19.33779354			
-99.33159183	19.33810909			
-99.3314648	19.33842658			
-99.33119038	19.33879221			
-99.33119165	19.33942791			
-99.33115195	19.33977563			
-99.33066637	19.34006322			
-99.33033049	19.34098723			
-99.32972744	19.34162246			
-99.32948779	19.34226971			
-99.32916135	19.34291731			
-99.32902795	19.34337925			
-99.32893724	19.34361562			
-99.32875427	19.34385687			
-99.32870689	19.34425096			
-99.32847987	19.34471713			
-99.32827226	19.34520243			
-99.32888133	19.34562435			
-99.32879824	19.34603845			
-99.32844729	19.34681923			
-99.32853105	19.34760883			
-99.32869654	19.34789664			
-99.32858517	19.34849956			
-99.32845779	19.34890369			
-99.32839341	19.34913882			
-99.32832688	19.34948734			
-99.32842211	19.34970642			
-99.32863602	19.34996535			
-99.32885156	19.35035622			
-99.32875675	19.35064323			
-99.32871757	19.35100759			
-99.32864611	19.35138154			
-99.32882422	19.35210465			
-99.32867408	19.35268			
-99.32848442	19.35309239			
-99.32804121	19.35335836			
-99.32770465	19.35363634			
-99.32766805	19.35404339			
-99.32743134	19.35413368			
-99.326392	19.35367164			
-99.32584665	19.35459305			
-99.32571207	19.35500116			
-99.32552773	19.35525816			
-99.32530083	19.35553447			
-99.32505468	19.35572036			
-99.32503858	19.35602513			
-99.32467634	19.35641596			
-99.3241457	19.35733503			
-99.32376352	19.35795258			
-99.32328581	19.35833766			
-99.32282866	19.35849915			
-99.32221909	19.3586609			
-99.32155503	19.35850852			
-99.32075228	19.35819871			
-99.32010828	19.35771504			
-99.31915221	19.35762815			
-99.31876487	19.35784509			
-99.31854487	19.35799485			
-99.31813402	19.35815641			
-99.31832869	19.3583094			
-99.32069429	19.36043965			
-99.32070361	19.36044795			
-99.31954279	19.36361804			
-99.31811825	19.36415647			
-99.3180495	19.36482089			
-99.31760763	19.36572953			
-99.31686156	19.36630653			
-99.31538975	19.36588836			
-99.31452838	19.36724057			
-99.3140636	19.3683928			
-99.31380844	19.36930111			
-99.31308764	19.37044874			
-99.31070689	19.37040766			
-99.30928076	19.37158483			
-99.30776486	19.37156117			
-99.30612693	19.37359993			
-99.30500526	19.37683343			
-99.30348342	19.37783003			
-99.30130905	19.37708382			
-99.30185005	19.37594327			
-99.30193845	19.37575692			
-99.30155717	19.37492434			
-99.30135739	19.37383526			
-99.3012589	19.37302025			
-99.30115041	19.37223309			
-99.30099658	19.37194309			
-99.30096314	19.37176925			
-99.3009442	19.37122228			
-99.30088667	19.37061808			
-99.30099621	19.37010168			
-99.30123158	19.36970044			
-99.30058228	19.36905897			
-99.30041515	19.36889385			
-99.29968297	19.36817048			
-99.29901978	19.36751526			
-99.29871679	19.36830173			
-99.29843844	19.36887976			
-99.29816651	19.36918665			
-99.29791714	19.36932495			
-99.29747257	19.369414			
-99.29655716	19.36923338			
-99.29623839	19.36918207			
-99.29558729	19.36907729			
-99.29531295	19.36937758			
-99.29507717	19.36958513			
-99.29494591	19.36971308			
-99.29477134	19.36986468			
-99.2944478	19.36992437			
-99.29414052	19.37004701			
-99.29388936	19.37014725			
-99.29375796	19.37044119			
-99.2934157	19.37120678			
-99.29323322	19.37191738			
-99.29315543	19.37202207			
-99.29296242	19.37228183			
-99.29292167	19.37233669			
-99.29261202	19.37266013			
-99.29223777	19.37307918			
-99.2920552	19.3732836			
-99.29164325	19.37349138			
-99.29117572	19.37348721			
-99.29113685	19.37384107			
-99.29106962	19.37402092			
-99.29076928	19.3743173			
-99.29061394	19.37502254			
-99.29012581	19.37500847			
-99.29002624	19.37500559			
-99.28971537	19.37499663			
-99.2895722	19.37518984			
-99.2892707	19.37516539			
-99.28894668	19.37513911			
-99.28864451	19.37511461			
-99.28810736	19.375727			
-99.28805248	19.37578957			
-99.28766792	19.37668217			
-99.28690932	19.37650213			
-99.28639618	19.37643355			
-99.28622311	19.37643044			
-99.28569703	19.37643912			
-99.28570788	19.37724652			
-99.28566863	19.37763111			
-99.2850719	19.37799918			
-99.28511086	19.37886905			
-99.28504402	19.37905086			
-99.28484571	19.37911139			
-99.28467642	19.37934979			
-99.2845687	19.37968828			
-99.28446052	19.37976094			
-99.2842312	19.37979151			
-99.28381129	19.37966797			
-99.28377112	19.37997795			
-99.28329783	19.38044028			
-99.28283047	19.381404			
-99.28266487	19.3814153			
-99.28184717	19.38147108			
-99.28177289	19.38147615			
-99.28003512	19.3822682			
-99.27912109	19.38322879			
-99.27604302	19.38558222			
-99.27606937	19.38519212			
-99.2736851	19.38703672			
-99.27360282	19.38723994			
-99.27321497	19.38758687			
-99.27300247	19.38835205			
-99.27297468	19.38854974			
-99.27290613	19.3890217			
-99.27277576	19.38937995			
-99.2724325	19.38967841			
-99.27183709	19.38973621			
-99.2710405	19.38993096			
-99.27022367	19.39011156			
-99.26977141	19.3902666			
-99.26956952	19.39038381			
-99.2695381	19.39063178			
-99.26959068	19.39078747			
-99.2696187	19.39100665			
-99.26947744	19.39136232			
-99.26925268	19.39156274			
-99.26899366	19.39167978			
-99.26856246	19.3919349			
-99.26831205	19.39213486			
-99.26810565	19.39265149			
-99.26809849	19.39297021			
-99.26807231	19.39331574			
-99.26806673	19.3933935			
-99.26805116	19.39361044			
-99.26797376	19.39409097			
-99.26723714	19.39491249			
-99.26674841	19.39554923			
-99.26643853	19.3960804			
-99.2662836	19.39662357			
-99.26611531	19.39734479			
-99.26576076	19.39819031			
-99.26538118	19.39868403			
-99.26507665	19.39895094			
-99.26495626	19.39895869			
-99.26485979	19.39885227			
-99.26472222	19.39875857			
-99.26458927	19.39871385			
-99.26440436	19.39868893			
-99.26425184	19.39869463			
-99.26409586	19.39869266			
-99.26400892	19.39876214			
-99.26399314	19.39889919			
-99.26399333	19.39901343			
-99.26407216	19.39923136			
-99.26391576	19.39942694			
-99.26356025	19.3995031			
-99.26318752	19.3995353			
-99.26275583	19.39966479			
-99.26241075	19.39970851			
-99.26215594	19.39966634			
-99.2620654	19.39959397			
-99.26188328	19.39934831			
-99.26182523	19.39930009			
-99.26174086	19.39927024			
-99.2616214	19.39926874			
-99.26130353	19.39932916			
-99.26114022	19.3996473			
-99.26090927	19.39995822			
-99.26045323	19.40025105			
-99.25987051	19.40054006			
-99.25948161	19.40093195			
-99.25926712	19.40118519			
-99.25907417	19.40146278			
-99.25922578	19.40176504			
-99.25904217	19.40248434			
-99.25894087	19.40327668			
-99.2588254	19.4037489			
-99.25867905	19.40406045			
-99.25813005	19.40476348			
-99.25788424	19.4048432			
-99.25769773	19.40484803			
-99.25772288	19.40467934			
-99.25772398	19.40450859			
-99.25777871	19.40428476			
-99.25800536	19.4039644			
-99.25824252	19.40308977			
-99.25826853	19.40268421			
-99.25823374	19.40252638			
-99.25815447	19.4024278			
-99.2576634	19.40159273			
-99.25737566	19.40112022			
-99.25697935	19.40043169			
-99.25693563	19.40045661			
-99.2568919	19.40048153			
-99.2568058	19.40057523			
-99.25667284	19.40071994			
-99.2565286	19.40113922			
-99.25638289	19.40152207			
-99.25618666	19.40203771			
-99.25601348	19.40253576			
-99.25602762	19.40312451			
-99.25603811	19.4035615			
-99.25580791	19.40357242			
-99.25530961	19.40412794			
-99.25485741	19.40455428			
-99.25434676	19.40486311			
-99.25371652	19.40501147			
-99.25333661	19.40509451			
-99.2528389	19.40573913			
-99.25221712	19.40604312			
-99.25166859	19.40623269			
-99.25094168	19.40641643			
-99.25057063	19.40669857			
-99.25034336	19.40699107			
-99.25007141	19.40723256			
-99.24974266	19.40737006			
-99.24941361	19.40751975			
-99.24918185	19.40772945			
-99.24895483	19.40802044			
-99.24867946	19.40826683			
-99.24851626	19.4084732			
-99.24831197	19.40864858			
-99.24797078	19.40878043			
-99.24753163	19.40881373			
-99.2466188	19.40907814			
-99.24606202	19.40928419			
-99.24502425	19.40966954			
-99.24422597	19.40994158			
-99.24399138	19.41020491			
-99.24370019	19.41052668			
-99.24336202	19.41071969			
-99.24301479	19.41080375			
-99.24268149	19.41105692			
-99.2423313	19.41130151			
-99.24188076	19.41148059			
-99.24083027	19.41191832			
-99.2401651	19.41213855			
-99.23991185	19.41219368			
-99.23962257	19.41220385			
-99.23891817	19.41204181			
-99.23863805	19.41201164			
-99.23840035	19.4120073			
-99.23810508	19.41208046			
-99.23761382	19.41220219			
-99.23730471	19.41235962			
-99.23704707	19.41255482			
-99.23691489	19.41270659			
-99.23674753	19.4130787			
-99.23649737	19.41359577			
-99.23620295	19.41408511			
-99.23593396	19.41449691			
